accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,Image
https://fm-digital-assets.fieldmuseum.org/2537/557/C2077572F.jpg,C2077572F,A. C. SMITH,A. C. Smith,N/A,2748,"Dec. 15-24, 1937",1937-12-15,1937-12-24,Pilotrichum flaccidum C. M.,Pilotrichum flaccidum,E. B. Bartram,N/A,N/A,Guyana,N/A,N/A,N/A,"Basin of Essequibo River, near mouth of Onoro Creek, lat. about 1°35' N.; dense forest","Basin of Essequibo River, near mouth of Onoro Creek","On decayed wood, in swamp",N/A,lat. about 1°35' N.,1023751 | C2077572F,Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/558/C2077573F.jpg,C2077573F,J. Florschütz-de Waard & R. Zielman,J. Florschütz-de Waard,R. Zielman,5135,d.d. 5 - 11 - 1981,1981-11-05,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll. c. fr.,Pilosium chlorophyllum,R. Zielman,d.d. 5 - 11 - 1981,Cecropia,Suriname,Nickerie,N/A,N/A,"area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 58W qu. SE","area of Kabalebo Dam project, line northwest from road kilometer 39.5",Secondary wood with Cecropia (bospapaja) on rotting log,ALT. 0-50 m,5N 58W qu. SE,1073523 | C2077573F | 5315 Dupl.,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/559/C2077574F.jpg,C2077574F,J. Florschütz-de Waard & R. Zielman,J. Florschütz-de Waard,R. Zielman,5254,3-11-1981,1981-11-03,N/A,Pilostoma chlorophyllum (Hornsch.) C. Müll.,Pilostoma chlorophyllum,R. Zielman,N/A,N/A,Suriname,Nickerie,N/A,N/A,"area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 56W qu. SE.","area of Kabalebo Dam project, line northwest from road kilometer 39.5, point 5 north 56 west quadrant southeast","Savanna forest, on rotting log",0-50 m.,p. 5N 56W qu. SE.,1073529 | 100107 | C2077574F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/560/C2077575F.jpg,C2077575F,J. Florschütz-de Waard & R. Zielman,J. Florschütz-de Waard,R. Zielman,5098,30-10-1981,1981-10-30,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum,R. Zielman,N/A,N/A,Suriname,Nickerie,N/A,N/A,"Area of Kabalebo Dam project, distr. Nickerie, line W from road 34 km, p. 5N 58W qu. SE.","Area of Kabalebo Dam project, line west from road thirty-four kilometers, point five degrees north fifty-eight degrees west quadrant southeast","Rainforest, on rotting log",Alt.: 0-50 m.,p. 5N 58W qu. SE.,C2077575F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/561/C2077576F.jpg,C2077576F,"J.C. Lindeman, A.R.A. Görts-van Rijn, M.J. Jansen- Leg. Jacobi & A.M.C. Hetterscheid-Iollante",J. C. Lindeman,A. R. A. Görts-van Rijn | M. J. Jansen | Jacobi | A. M. C. Hetterscheid-Iollante,243 A,3-IX-1980,1980-09-03,N/A,Pilolium chlorophyllum (Hornsch.) C.Müll.,Pilolium chlorophyllum,D. R. Zielman,N/A,N/A,Suriname,Nickerie,N/A,N/A,"Area of Kabalebo Dam project, distr. Nickerie, 4°50' N, 57°30' 58° W. Forest S of km 28.7 Epiphyte on tree trunk.","Area of Kabalebo Dam project, Forest south of kilometer 28.7",Forest south of kilometer 28.7 Epiphyte on tree trunk,30 - 130 m.,"4°50' N, 57°30' 58° W",1073527 | C2077576F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/562/C2077577F.jpg,C2077577F,J. Florschütz-de Waard and R. Zielman,J. Florschütz-de Waard,R. Zielman,5141,31 October 1981,1981-10-31,N/A,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Müll.,Pilosium chlorophyllum,R. Zielman,N/A,Astrocaryum,Suriname,Nickerie,N/A,N/A,"Kabalebo river area, line W. from road km 34","Kabalebo river area, line west from road kilometer 34",On decaying log in marsh forest with Astrocaryum,alt. 0-50 m.,"5°N., 58°W.",C2077577F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/563/C2077578F.jpg,C2077578F,J. and P.A. Florschütz,J. Florschütz,P. A. Florschütz,4690,18 December 1975,1975-12-18,N/A,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Muell.,Pilosium chlorophyllum,R. Zijlmans | J. Florschütz-de Waard,N/A,N/A,Suriname,N/A,N/A,N/A,"Brownsberg, trail to Leo Val, alt. ca. 500 m.","Brownsberg, trail to Leo Val",On rotting log in rainforest,alt. ca. 500 m.,N/A,1065613 | C2077578F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/564/C2077579F.jpg,C2077579F,H. Cornelissen & S.R. Gradstein,H. Cornelissen,S. R. Gradstein,C076,8 March 1977,1977-03-08,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum,J. Florschütz-de Waard,N/A,N/A,Guyana,N/A,N/A,N/A,"Mabura Hill, 180 km S of Georgetown, 5°20'N 58°40'W, alt. 0-50 m.","Mabura Hill, 180 kilometers south of Georgetown",On rotting tree base in mixed rain forest,alt. 0-50 m.,5°20'N 58°40'W,1091586 | C2077579F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/565/C2077580F.jpg,C2077580F,ex coll. R. Spruce,R. Spruce,N/A,321,N/A,0000-00-00,N/A,Stereophyllum chlorophyllum. Hornsch.,Pilosium chlorophyllum,R. R. Ireland | W. R. Buck,1992,N/A,Brazil,Pará,N/A,N/A,Fl. Amazon prope Para.,Amazon near Pará,N/A,N/A,N/A,C2077580F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/566/C2077581F.jpg,C2077581F,Richard Evans Schultes & Isidoro Cabrera,R. E. Schultes,I. Cabrera,17922,"Oct. 22, 1952.",1952-10-22,N/A,Pilotrichum chlorophyllum (Hornsch.) Jaeg.,Pilotrichum chlorophyllum,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,Mitú,Río Vaupés: Mitu and vicinity. Cerro Mitú,Cerro Mitú,On rotten log,N/A,"Lat. 1° N, Long. 70° 5' W",1055492 | C2077581F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/567/C2077582F.jpg,C2077582F,Richard Evans Schultes et Isidoro Cabrera,R. E. Schultes,I. Cabrera,14394,"October 4-6, 1951",1951-10-04,1951-10-06,Pilosium chlorophyllum (Hornsch.) C.M.,Pilosium chlorophyllum,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,N/A,"Rio Kudayari (affluent of Rio Vaupés), Yapobodi, quartzite savannah","Rio Kudayari, Yapobodi, quartzite savannah",On rotten logs,N/A,N/A,1055491 | C2077582F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/568/C2077583F.jpg,C2077583F,RICHARD EVANS SCHULTES,R. E. Schultes,N/A,12309,N/A,0000-00-00,N/A,PILOSIUM CHLOROPHYLLUM (HORNSCH.) C.M. in BROTH.,Pilosium chlorophyllum,D. Griffin III,June 1951,N/A,Colombia,Vaupés,N/A,N/A,"Rio Apaporis, Soratama","Rio Apaporis, Soratama",On trunks,N/A,N/A,1055490 | C2077583F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/569/C2077584F.jpg,C2077584F,RICHARD EVANS SCHULTES,R. E. Schultes,N/A,11128,Dec. 1950,1950-12-00,N/A,Pilosium chlorophyllum (Hedw.) C.M. in Broth.,Pilosium chlorophyllum,D. Griffin,N/A,N/A,Colombia,Guaviare,N/A,San Jose del Guaviare,San Jose del Guaviare,San Jose del Guaviare,N/A,N/A,N/A,1055489 | C2077584F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/570/C2077585F.jpg,C2077585F,Ynes Mexia,Y. Mexia,N/A,6014a,"Aug. 31, 1931",1931-08-31,N/A,Pilosum chlorophyllum (Hsch.) C.M.,Pilosum chlorophyllum,N. Bartram,N/A,N/A,Brazil,Pará,Acará,Thomé Assú,Thomé Assú; down Rio Acará 3 km. Districto Acará.,down Rio Acará 3 kilometers,On fallen log,Alt. 35 m.,N/A,C2077585F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/571/C2077586F.jpg,C2077586F,Ynes Mexia,Y. Mexia,N/A,5914,"July 16, 1931",1931-07-16,N/A,Pilosium Chlorophyllosum (Hsch.) C.M.,Pilosium chlorophyllosum,E. B. Bartram,N/A,N/A,Brazil,Pará,Acará,Thomé Assú,Districto Acará. Thomé Assú. Japanese Colony.,Japanese Colony,On rotting log in woods. Abundant.,Alt. about 30 m.,N/A,870829,Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/518/C2078862F.jpg,C2078862F,"leg. Dana Griffin, III Manuel López F.",D. Griffin,M. López F.,PV-1525,14 marzo 1985,1985-03-14,N/A,Brachythecium plumosum (Hedw.) BSG,Brachythecium plumosum,D. Griffin,N/A,Espeletia schultzii,Venezuela,Trujillo,N/A,Las Piedras,"páramo de Guirigay, arriba del pueblo de Las Piedras. Entre el río Burate y Peñas Blancas, con Espeletia schultzii","páramo de Guirigay, above the town of Las Piedras, between the Burate River and Peñas Blancas","Sobre roca húmeda, lecho de riachuelo, a sol",Alt. 3.200 m,N/A,C2078862F | 1064449,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/519/C2078913F.jpg,C2078913F,P. Dusén,P. Dusén,N/A,5872,22 February 1897,1897-02-22,N/A,Brachythecium albicans (Hedw.) Schimp.,Brachythecium albicans,W. R. Buck,N/A,N/A,Chile,Patagonia occident.,N/A,N/A,Cerra Colorado,Cerra Colorado,N/A,N/A,N/A,1136354 | B11749 | C2078913F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/520/C2078924F.jpg,C2078924F,"Ynes Mexia, No. 8001",Y. Mexia,N/A,8001,"April 10, 1936",1936-04-10,N/A,Brachythecium subpilosum (H. f. & W.) Jaeg.,Brachythecium austro-glareosum,K. D. McFarland | Bartram,Sept 1987 | N/A,Nothofagus,Chile,Magallanes,Last Hope Inlet,Peninsula Antonio Varas,Last Hope Inlet; Peninsula Antonio Varas; openings in Nothofagus wood in moist earth,Last Hope Inlet Peninsula Antonio Varas,openings in Nothofagus wood in moist earth,Alt. 25 m.,N/A,1036758 | C2078924F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/521/C2078925F.jpg,C2078925F,"Marko Lewis, no.79-2108",M. Lewis,N/A,79-2108,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",C2078925F | 1049405,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/522/C2078926F.jpg,C2078926F,Marko Lewis,M. Lewis,N/A,79-2109,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz. det. R. Ochyra 1982,Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek.","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",C2078926F | 11049406,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/523/C2078927F.jpg,C2078927F,Marko Lewis,M. Lewis,N/A,79-2112,25 May 1979,1979-05-25,N/A,"Brachythecium calliergonoides Broth. in Herz. det. R. Ochyra, 1982",Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Rio Junthuma Khuchu, 2 mi. down river from Aguas termales de Rio Junthuma Khuchu","Rio Junthuma Khuchu, 2 miles down river from Aguas termales de Rio Junthuma Khuchu",In warmish creek,4350 m,"18° 07' S., 69° 00' W.",C2078927F | 1049407,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/524/C2078928F.jpg,C2078928F,Marko Lewis,M. Lewis,N/A,79-2115,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",1049409,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/525/C2078929F.jpg,C2078929F,Marko Lewis,M. Lewis,N/A,79-2117,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",C2078929F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/526/C2078930F.jpg,C2078930F,Marko Lewis,M. Lewis,N/A,79-2118,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",C2078930F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/527/C2078931F.jpg,C2078931F,Marko Lewis,M. Lewis,N/A,79-2107,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",1049404 | C2078931F | C2078933F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/529/C2078932F.jpg,C2078932F,Marko Lewis,M. Lewis,N/A,79-2119,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",1049412 | C2078932F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/889/C2079350F.jpg,C2079350F,Ynes Mexia,Y. Mexia,N/A,6149,"Nov. 23, 1931",1931-11-23,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Left bank of Rio Santiago,Above Pongo de Manseriche Left bank of Rio Santiago,On stone in overflow forest,Alt. 200 m.,N/A,873368 | C2079350F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/890/C2079351F.jpg,C2079351F,Ynes Mexia,Y. Mexia,N/A,6160-a,"Nov. 25, 1931",1931-11-25,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,N. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Right bank of Rio Santiago.,"Above Pongo de Manseriche, right bank of Rio Santiago",Dense forest on log,Alt. 200 m.,N/A,873367 | C2079351F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/892/C2079352F.jpg,C2079352F,Ynes Mexia,Y. Mexia,N/A,6217-a,"Dec. 4, 1931.",1931-12-04,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche.,Above Pongo de Manseriche,Streamlet on right bank of Rio Santiago. On rocks wet by spray.,Alt. 250 m.,N/A,870879 | C2079352F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/893/C2079353F.jpg,C2079353F,Ynes Mexia,Y. Mexia,N/A,6259-a,"Dec. 12, 1931",1931-12-12,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Creek Carapisa above Pongo de Manseriche,Log in forest,Alt. 215 m.,N/A,870867 | C2079353F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/894/C2079354F.jpg,C2079354F,Ynes Mexia,Y. Mexia,N/A,6354-a,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,"Above Pongo de Manseriche, Creek Inche",On earth collected on inclined tree trunk,Alt. 215 m.,N/A,C2079354F | 873369,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/895/C2079355F.jpg,C2079355F,Ynes Mexia,Y. Mexia,N/A,6375a,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. B. Bartram,N/A,Taxithelium planum,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,"Above Pongo de Manseriche, Creek Inche",On rotten log. Sterile.,Alt. 215 m.,N/A,1039121 | C2079355F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/896/C2079356F.jpg,C2079356F,Ynes Mexia,Y. Mexia,N/A,6375-8,"Jan. 3, 1938.",1938-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Taxithelium planum,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Crook Inche.,Above Pongo de Manseriche Crook Inche,On rotten log,Alt. 215 m.,N/A,370880,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/897/C2079357F.jpg,C2079357F,Ynes Mexia,Y. Mexia,N/A,6377,"Jan. 3, 1932.",1932-01-03,N/A,Vesicularia amphibia (Spr.) Broth.,Vesicularia amphibia,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,"Above Pongo de Manseriche, Creek Inche",On rotten log,Alt. 215 m.,N/A,870873 | C2079357F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/898/C2079358F.jpg,C2079358F,Ynes Mexia,Y. Mexia,N/A,8070,"May 14, 1936",1936-05-14,N/A,Vesicularia amphibola (Spr.) Broth. in mixture,Vesicularia amphibola,E. B. Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota,on rotten logs in virgin forest,Alt. 1800 m,N/A,1068385 | 1036318 | C2077309F | C2079358F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/900/C2079359F.jpg,C2079359F,Ynes Mexia,Y. Mexia,N/A,8070,"May 14, 1936",1936-05-14,N/A,Vesicularia amphibola (Spr.) Broth. in mixture. det. Bartram,Vesicularia amphibola,E. B. Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota,on rotten logs in virgin forest,Alt. 1800 m.,N/A,1039122 | C2079359F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/901/C2079360F.jpg,C2079360F,R. Reitz,R. Reitz,N/A,2.222,20.9.1952,1952-09-20,N/A,Vesicularia vesicularis (Schwaegr.) Broth.,Vesicularia vesicularis,Bartram,N/A,N/A,Brazil,Santa Catarina,Brusque,Azambuja,"Azambuja, Brusque",Azambuja,"Epífito, da mata virgem",Altit. 50 msm,N/A,HBR 5.468,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/902/C2079361F.jpg,C2079361F,F. J. Hermann,F. J. Hermann,N/A,25019,"December 19, 1972",1972-12-19,N/A,Vesicularia vesicularis (Schwaegr.) Broth.,Vesicularia vesicularis,H. Robinson,N/A,N/A,Colombia,Santander,N/A,N/A,"On base of tree trunk, Paraguitas, alt. ca. 4000 ft., 1/4 mile NW.","Paraguitas, 1/4 mile northwest",On base of tree trunk,alt. ca. 4000 ft.,N/A,4039101 | C2079361F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2539/903/C2079362F.jpg,C2079362F,"Legit: RICHARD EVANS SCHULTES Dec., 1950",R. E. Schultes,N/A,11107,"Dec., 1950",1950-12-00,N/A,Vesicularia vesicularis (Schwgr.) Broth.,Vesicularia vesicularis,D. Griffin III,N/A,N/A,Colombia,Meta,N/A,Villavicencio,alrededores de Villavicencio,surroundings of Villavicencio,N/A,Alt 500 m.,N/A,1055509 | C2079362F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/815/C2079715F.jpg,C2079715F,"leg.: J.-P. Frahm, P. Geissler, S.R. Gradstein, G. Philippi, W. Schultze-Motel",J.-P. Frahm,P. Geissler | S.R. Gradstein | G. Philippi | W. Schultze-Motel,875,4.9.1982,1982-09-04,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii,W. Schultze-Motel,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,"Straße Chachapoyas-Cajamarca oberhalb Leimebamba km 417, s-exponierter Hang, hochandiner Regenwald auf Kalkstein",Chachapoyas-Cajamarca road above Leimebamba at kilometer 417,"s-exponierter Hang, hochandiner Regenwald auf Kalkstein",2800 msm.,N/A,1076822 | C2079715F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/817/C2079716F.jpg,C2079716F,PAUL C. HUTCHISON J. KENNETH WRIGHT,P. C. Hutchison,J. K. Wright,4806,1 April 1964,1964-04-01,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii,H. Robinson,1966,N/A,Peru,Amazonas,Chachapoyas,N/A,"Cerros Calla Calla, east side, 5 km. above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)","Cerros Calla Calla, east side, 5 kilometers above Leimebamba on the road to Balsas at San Miguel",N/A,Altitude 2400 m.,N/A,1012181 | 1012134,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/820/C2079717F.jpg,C2079717F,"leg. Dana Griffin, III",D. Griffin,N/A,PV-966,20 febr. 1985,1985-02-20,N/A,Entodon jamesoni (tayl.) Broth.,Entodon jamesoni,D. Griffin,N/A,N/A,Venezuela,Merida,N/A,N/A,"páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en las lomas cercanas","páramo de Los Granates, finca de Los Granates, along the river of Los Granates and in the nearby hills","Sobre roca seca, a sombra","Alt. 3,000-3,300 m",N/A,1064416 | C2079717F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/822/C2079718F.jpg,C2079718F,"Ynes Mexia, No. 5087",Y. Mexia,N/A,5087,"April 21, 1931",1931-04-21,N/A,Entodon lindbergii Hpe. det. Bartram,Entodon lindbergii,E. B. Bartram,N/A,N/A,Brazil,Minas Gerais,N/A,Corinto,Corinto. Fazenda do Diamante. Alt. 500 m. Campo Tiririca. Base of living tree in shade.,"Fazenda do Diamante, Campo Tiririca, base of living tree in shade",Base of living tree in shade,Alt. 500 m.,N/A,370818 | 870818 | C2079718F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/825/C2079719F.jpg,C2079719F,R. Spruce,R. Spruce,N/A,1023,N/A,0000-00-00,N/A,Entodon longisetus. Hook.,Entodon longisetus,W. Mitten,N/A,N/A,Ecuador,Tungurahua,N/A,Baños,Andes Quitenses. Baños.,Andes Quitenses Baños,N/A,N/A,N/A,1078203,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/827/C2079720F.jpg,C2079720F,Marko Lewis,M. Lewis,N/A,79-590,8 February 1979,1979-02-08,N/A,Entodon cf. nano-climacium C.M. (= E. micans Herz.),Entodon nano-climacium,W. Buck,1980,N/A,Bolivia,Tarija,Méndez | Cercado | Avilés,N/A,"Canyon 5 mi. SW of Tablada, SW of Tarija","Canyon 5 miles southwest of Tablada, southwest of Tarija",Bank of creek,2160 m.,"21° 36' S., 64° 48' W.",1078758 | C2079720F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/829/C2079721F.jpg,C2079721F,"Marko Lewis, no. 79-1220",M. Lewis,N/A,79-1220,22 March 1979,1979-03-22,N/A,Entodon nano-climactum C.M. (= E. micans Herz.),Entodon nano-climactum,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,"Near large red outcrop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W.",Near large red outcrop 2 miles from Sorata down Río Consata,Very shady ground along creek in humid shrubs,2600 m.,"15° 41' S., 68° 43' W.",1078799 | C2079721F | 10.46 RUS,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/831/C2079722F.jpg,C2079722F,COLLECTED BY HARRY WARD FOOTE,H. W. Foote,N/A,s.n.,Sep. 3.,1911-09-03,N/A,Entodon platygyrioides C.M.,Entodon platygyrioides,N/A,N/A,N/A,Peru,N/A,N/A,San Miguel,On rocks above San Miguel,On rocks above San Miguel,On rocks,6000ft.,N/A,N/A,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2542/835/C2079723F.jpg,C2079723F,Marko Lewis,M. Lewis,N/A,79-1346,1 April 1979,1979-04-01,N/A,cf. Entodon polycarpus,Entodon polycarpus,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,"Between Abra Huallata and waterfall at Millipaya, 15° 51' S., 68° 39' W.",Between Abra Huallata and waterfall at Millipaya,"Waterfall ravine, highest extension of shrubs",3780 m.,"15° 51' S., 68° 39' W.",1078757 | 1046746 | C2079723F,Mix of Handwritten and Typed,no type status,
