accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/2539/518/C2078862F.jpg,C2078862F,leg. Dana Griffin III Manuel López F.,D. Griffin,M. López,PV-1525,14 marzo 1985,1985-03-14,N/A,Brachythecium plumosum (Hedw.) BSG,Brachythecium plumosum,D. Griffin,N/A,N/A,Venezuela,Trujillo,N/A,N/A,páramo de Guirigay arriba del pueblo de Las Piedras Entre el río Buey y Páramo Blancos con Espeletia schultzii,Páramo de Guirigay above the town of Las Piedras between the Buey River and Páramo Blancos,Sobre roca húmeda lecho de riachuelo a sol,3300 m,N/A,1064449,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/519/C2078913F.jpg,C2078913F,P. Dusén 5872,P. Dusén,N/A,5872,22 February 1897,1897-02-22,N/A,Brachythecium albicans (Hedw.) Schimp.,Brachythecium albicans,W. R. Buck,N/A,N/A,Chile,Patagonia,N/A,N/A,Cerra Colorado,Cerra Colorado,N/A,N/A,N/A,B11749,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/520/C2078924F.jpg,C2078924F,Ynes Mexia,Y. Mexia,N/A,8001,"April 10, 1936",1936-04-10,N/A,Brachythecium sublosum (H. f. & W. Jlaeg.),Brachythecium austro-glareosum,K. D. McFarland,Sept 1989,Nothofagus,Chile,Magallanes,N/A,N/A,Last Hope Inlet; Peninsula Antonio Varas,Last Hope Inlet; Peninsula Antonio Varas,Openings in Nothofagus wood in moist earth,Alt. 25 m,N/A,1036758,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/521/C2078925F.jpg,C2078925F,Marko Lewis,M. Lewis,N/A,79-2108,25 May 1979,1979-05-25,N/A,Brachythecium cf. calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Río Junthuma Khuchu 2 mi. down river from Aguas termales de Río Junthuma Khuchu 4350 m,Río Junthuma Khuchu 2 miles down river from Aguas termales de Río Junthuma Khuchu,In warmish creek,4350 m,18° 07' S 69° 00' W,C2078925F,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/522/C2078926F.jpg,C2078926F,Marko Lewis,M. Lewis,N/A,79-2109,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m,18° 07' S. 69° 00' W.,C2078926F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/523/C2078927F.jpg,C2078927F,Marko Lewis,M. Lewis,N/A,no79-2112,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m,18° 07' S. 69° 00' W.,C2079827F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/524/C2078928F.jpg,C2078928F,Marko Lewis,M. Lewis,N/A,79-2115,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Río Junthuma Khuchu 2 mi. down river from Aguas termales de Río Junthuma Khuchu,Río Junthuma Khuchu 2 miles down river from Aguas termales de Río Junthuma Khuchu,In warmish creek,4350 m,18° 07' S 69° 00' W,C2078928F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/525/C2078929F.jpg,C2078929F,Marko Lewis,M. Lewis,N/A,79-2117,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Río Junthuma Khuchu 2 mi. down river from Aguas termales de Río Junthuma Khuchu 4350 m 18° 07' S 69° 00' W In warmish creek,Río Junthuma Khuchu 2 miles down river from Aguas termales de Río Junthuma Khuchu,In warmish creek,4350 m,18° 07' S 69° 00' W,C2078629F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/526/C2078930F.jpg,C2078930F,Marko Lewis,M. Lewis,N/A,79-2118,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m,18° 07' S 69° 00' W,C0207830F,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/527/C2078931F.jpg,C2078931F,Marko Lewis,M. Lewis,N/A,79-2107,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Río Junthuma Khuchu 2 mi. down river from Aguas termales de Río Junthuma Khuchu,Río Junthuma Khuchu 2 miles down river from Aguas termales de Río Junthuma Khuchu,In warmish creek,4350 m,18° 07' S 69° 00' W,C2078931F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/529/C2078932F.jpg,C2078932F,Marko Lewis,M. Lewis,N/A,79-2119,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m.,18° 07' S. 69° 00' W.,1049412,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/889/C2079350F.jpg,C2079350F,Ynes Mexia,Y. Mexia,N/A,6149,"Nov. 23, 1931",1931-11-23,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Left bank of Rio Santiago,Above Pongo de Manseriche Left bank of Rio Santiago,On stone in overflow forest,Alt. 200 m.,N/A,873368,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/890/C2079351F.jpg,C2079351F,Yves Mexia No. 6160-a,Y. Mexia,N/A,6160-a,"Nov. 25, 1931",1931-11-25,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,M. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Right bank of Rio Santiago,Above Pongo de Manseriche Right bank of Rio Santiago,Dense forest on log,Alt. 200 m.,N/A,873367,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/892/C2079352F.jpg,C2079352F,Ynes Mexia,Y. Mexia,N/A,6217-a,"Dec. 4, 1931",1931-12-04,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Streamlet on right bank of Rio Santiago,On rocks wet by spray,Alt. 250 m.,N/A,870879,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/893/C2079353F.jpg,C2079353F,Ynes Mexia,Y. Mexia,N/A,6259-a,"Dec. 12, 1931",1931-12-12,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. Extram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Creek Carapias log in forest,Alt. 215 m.,N/A,870867,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/894/C2079354F.jpg,C2079354F,Ynes Mexia,Y. Mexia,N/A,6354-a,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,On earth collected on inclined tree trunk,Alt. 215 m.,N/A,873369,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/895/C2079355F.jpg,C2079355F,Ynes Mexia,Y. Mexia,N/A,6375a,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,N/A,det. Bartram,Taxithelium planum,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Creek Inche,Above Pongo de Manseriche Creek Inche,On rotten log Sterile,Alt. 215 m.,N/A,1039121,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/896/C2079356F.jpg,C2079356F,Ynes Mexia,Y. Mexia,N/A,6375-m,"Jan. 3, 1935",1935-01-03,N/A,Vestiazelia amphibia (Spr.) Broth.,Vestiazelia amphibia,J. Bartram,N/A,Taxithelium planum,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Creek Incho On rotten log Sterile,Alt. 215 m,N/A,870880,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/897/C2079357F.jpg,C2079357F,Ynes Mexia,Y. Mexia,N/A,6377,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,E. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,Above Pongo de Manseriche. Creek Inche.,On rotten log.,Alt. 215 m.,N/A,870873,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/898/C2079358F.jpg,C2079358F,Ynes Mexia,Y. Mexia,N/A,8070,"May 14, 1936",1936-05-14,N/A,Vesicularia amphibia (Spr.) Broth. in mixture,Vesicularia amphibia,F. Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambray; affluent of the Vilcanota,upper valley of the Sambray; affluent of the Vilcanota,on rotten logs in virgin forest,Alt. 1800 m,N/A,106818,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/900/C2079359F.jpg,C2079359F,Ynes Mexia,Y. Mexia,N/A,8070,"May 14, 1936",1936-05-14,N/A,Vesicularia amphibola (Spr.) Broth. in mixture,Vesicularia amphibola,E. Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota,on rotten logs in virgin forest,Alt. 1800 m.,N/A,1039122,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/901/C2079360F.jpg,C2079360F,L. Reitz,L. Reitz,N/A,2222,2.9.50,1950-09-02,N/A,Vesicularia vesicularis (Schwagr.) Broth.,Vesicularia vesicularis,R. Reimers,1954,N/A,Brazil,Santa Catarina,N/A,N/A,Asambuja Brusque,Asambuja Brusque,Epiphyte da mata virgem,Alt. 50 m,N/A,5468,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/902/C2079361F.jpg,C2079361F,F. J. Hermann,F. J. Hermann,N/A,25019,"December 19, 1972",1972-12-19,N/A,Vesicularia vesicularis (Schwaegr.) Broth.,Vesicularia vesicularis,H. Robinson,N/A,N/A,Colombia,Santander,N/A,N/A,On base of tree trunk Paraguitas 1/4 mile NW,Paraguitas 1/4 mile northwest,On base of tree trunk,alt. ca. 4000 ft.,N/A,4039401,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2539/903/C2079362F.jpg,C2079362F,RICHARD EVANS SCHULTES,R. E. Schultes,N/A,11107,"Dec., 1950",1950-12-00,N/A,Vesicularia vesicularis (Schwgr.) Broth.,Vesicularia vesicularis,D. Griffin,N/A,N/A,Colombia,Meta,N/A,Villavicencio,alrededores de Villavicencio,[precise locality unknown],N/A,Alt 500 m.,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/815/C2079715F.jpg,C2079715F,"J.P. Frahm, P. Geissler, S.R. Gradstein, G. Philippi, W. Schultze-Motel",J. P. Frahm,P. Geissler | S. R. Gradstein | G. Philippi | W. Schultze-Motel,875,4.9.1982,1982-09-04,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii,W. Schultze-Motel,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,Straße Chachapoyas-Cajamarca oberhalb Leimebamba km 417 s-exponierter Hang hochandiner Regenwald auf Kalkstein,Straße Chachapoyas-Cajamarca above Leimebamba kilometer 417,South-exposed slope high Andean rainforest on limestone,2800 msm,N/A,1076822 | 104130,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/817/C2079716F.jpg,C2079716F,PAUL C. HUTCHISON | J. KENNETH WRIGHT,P. C. Hutchison,J. K. Wright,1806,1 April 1964,1964-04-01,N/A,"Entodon jamesonii (Tayl.) Mitt. dupl. det. H. Robinson, 1966",Entodon jamesonii,H. Robinson,1966,N/A,Peru,Amazonas,Chachapoyas,N/A,"Cerros Calla Calla, east side, 5 km. above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)","Cerros Calla Calla, east side, 5 kilometers above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)",N/A,Altitude 2400 m,N/A,1012131,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/820/C2079717F.jpg,C2079717F,leg. Dana Griffin III,D. Griffin,N/A,PV-966,20 Feb. 1985,1985-02-20,N/A,Entodon jamesoni (tayl.) Broth.,Entodon jamesoni,D. Griffin,N/A,N/A,Venezuela,Merida,N/A,N/A,páramo de Los Granates finca de Los Granates a lo largo del río de Los Granates y en las lomas cercanas,Páramo de Los Granates finca de Los Granates along the río de Los Granates and in the nearby hills,Sobre roca seca a sombra,3000-3100 m,N/A,1064416,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/822/C2079718F.jpg,C2079718F,Ynes Mexia,Y. Mexia,N/A,5687,"April 21, 1931",1931-04-21,N/A,Entodon Lindbergii Ipe.,Entodon lindbergii,E. Bartram,N/A,N/A,Brazil,Minas Gerais,N/A,Corinto,Fazenda do Diamante Campo Tiririca,Fazenda do Diamante Campo Tiririca,Base of living tree in shade,Alt. 500 m.,N/A,870818,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/825/C2079719F.jpg,C2079719F,R. Spruce,R. Spruce,N/A,1023,s.d.,0000-00-00,N/A,Entodon longisetus Hook.,Entodon longisetus,W. Mitten,s.d.,N/A,Ecuador,N/A,N/A,Baños,Andes Ecuatorices Baños,Baños,N/A,N/A,N/A,1078203,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/827/C2079720F.jpg,C2079720F,Marko Lewis,M. Lewis,N/A,79-590,8 February 1979,1979-02-08,N/A,Entodon cf. nano-climacium C.M. (= E. micans Herz.),Entodon nano-climacium,W. Buck,1980,N/A,Bolivia,Tarija,Méndez,Cercado,Canyon 5 mi. SW of Tablada SW of Tarija,Canyon 5 miles southwest of Tablada southwest of Tarija,Bank of creek,2160 m.,21° 36' S 64° 48' W,1078788,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/829/C2079721F.jpg,C2079721F,Marko Lewis,M. Lewis,N/A,79-1220,22 March 1979,1979-03-22,N/A,Entodon nano-climacium C.M. (= E. micans Herz.),Entodon nano-climacium,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,Near large red outcrop 2 mi. from Sorata down Río Consata,Near large red outcrop 2 miles from Sorata down Río Consata,Very shady ground along creek in humid shrubs,2600 m.,"15° 41' S., 68° 43' W.",C0207921F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/831/C2079722F.jpg,C2079722F,COLLECTED BY HARRY WARD FOOTE,H. W. Foote,N/A,s.n.,Sept. 3,1911-09-03,N/A,Entosthodon platyphylloides C. Muell.,Entosthodon platyphylloides,unsure and check,N/A,N/A,Peru,N/A,N/A,San Miguel,On rocks above San Miguel 10000 ft,On rocks above San Miguel,N/A,10000 ft,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/835/C2079723F.jpg,C2079723F,Marko Lewis,M. Lewis,N/A,79-1346,1 April 1979,1979-04-01,N/A,cf. Entodon polycarpus,Entodon polycarpus,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,Between Abra Huallata and waterfall at Millipaya,Between Abra Huallata and waterfall at Millipaya,Waterfall ravine highest extension of shrubs,3780 m,15° 51' S 68° 39' W,104636,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/837/C2079595F.jpg,C2079595F,H. Roivainen,H. Roivainen,N/A,2095,25.1.1970,1970-01-25,N/A,Isopterygium pulchellum (Hedw.) Jaeg.,Isopterygium pulchellum,R. Ochyra,1996,Nothofagus pumilio,Argentina,Tierra del Fuego,N/A,Ushuaia,australis Ushuaia Arroyo Grande (54°47'S 68°17'W) en fisuras de roca y en raices humoso-arcillosos de Nothofagus pumilio en orilla de la cascada 150 m s.m. bastante copiosamente,Arroyo Grande in fissures of rock and in humus-clay roots of Nothofagus pumilio on the edge of the waterfall 150 meters,en fisuras de roca y en raices humoso-arcillosos de Nothofagus pumilio en orilla de la cascada,150 m s.m.,54°47'S 68°17'W,1132417,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/839/C2079596F.jpg,C2079596F,H. Roivainen,H. Roivainen,N/A,1352,24.12.1969,1969-12-24,N/A,Isopterygium pulchellum (Brid.) Jaeg.,Isopterygium pulchellum,R. Ochyra,1996,N/A,Argentina,Tierra del Fuego,N/A,Ushuaia,Valle del río Pipo,Valle del rio Pipo,suelo humoso húmedo en el pendiente del río bastante copiosamente,300 m s.m.,54°46'S 68°20'W,C2079596F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/842/C2079597F.jpg,C2079597F,E. P. Killip & A. C. Smith,E. P. Killip,A. C. Smith,14871,"November 29, 1926",1926-11-29,N/A,Isopterygium stigmocarpum (C. M.) Par.,Isopterygium tenerum,R. R. Ireland,1988,N/A,Colombia,Santander,N/A,N/A,"Dept. Santander, between Puerto Wilches and Puerto Santos",Between Puerto Wilches and Puerto Santos,N/A,alt. 110-115 m.,N/A,104009,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/844/C2079598F.jpg,C2079598F,RICHARD EVANS SCHULTES,R. E. Schultes,N/A,1110,"Dec., 1950",1950-12-00,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum,D. Griffin III,N/A,N/A,Colombia,Meta,N/A,Villavicencio,alrededores de Villavicencio,[precise locality unknown],N/A,Alt. 500 m.,N/A,1055473,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/846/C2079599F.jpg,C2079599F,D. C. Geijskes,D. C. Geijskes,N/A,s.n.,29 - 9 - 1952,1952-09-29,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum,H. R. Zielman,N/A,N/A,Suriname,N/A,N/A,N/A,Juroka River Amima falls,Juroka River Amima falls,Rainforest On roots and rocks on bank of river,N/A,N/A,1073518,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/848/C2079600F.jpg,C2079600F,Ynes Mexia,Y. Mexia,N/A,4842,July 6 1930,1930-07-06,N/A,Isopterygium brachyneuron (C M) Mitt ex p p Bartram,Isopterygium tenerum,R. R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Vicosa,Agricultural College land Horticultural Hill Out over woods near base,Agricultural College land Horticultural Hill Out over woods near base,On rotting log Abundant,Alt 670 m,N/A,1039979,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/851/C2079601F.jpg,C2079601F,Ynes Mexia,Y. Mexia,N/A,4888,"July 21, 1930",1930-07-21,N/A,Isopterygium laxum (Hpe.) Broth.,Isopterygium tenerum,Bertram,N/A,N/A,Brazil,Minas Gerais,N/A,N/A,Vicosa Agricultural College lands. Corriga Ribero.,Vicosa Agricultural College lands. Corriga Ribero.,Shady streambank. On rotten wood.,Alt. 675 m.,N/A,873365,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/853/C2079602F.jpg,C2079602F,Ynes Mexia,Y. Mexia,N/A,5386,"Dec. 6, 1930",1930-12-06,N/A,Isopterygium brachypus (C. Mull.) Mitt.,Isopterygium tenerum,R. R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,Road to São Miguel About km 4.8,Road to São Miguel About 4.8 kilometers,Dense forest On rotten log In fruit,Alt. 710 m.,N/A,870841,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/855/C2079603F.jpg,C2079603F,Ynes Mexia,Y. Mexia,N/A,5441,"Dec. 23, 1930",1930-12-23,N/A,Isopterygium laxum (Hpe.) Broth.,Isopterygium tenerum,N. L. Dartram,N/A,N/A,Brazil,Minas Gerais,N/A,N/A,Vicosa Agricultural College lands Base of Horticultural Hill,Vicosa Agricultural College lands Base of Horticultural Hill,On rotting logs in woods Abundant,Alt. 670 m.,N/A,870823,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/857/C2079604F.jpg,C2079604F,H S Irwin R M Harley G L Smith,H. S. Irwin,R. M. Harley | G. L. Smith,31332,2 March 1971,1971-03-02,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum,R. R. Ireland,1988,Coccoloba sp.,Brazil,Bahia,N/A,N/A,Valley of the Rio das Ondas ca. 10km W. of Barreiras,Valley of the Rio das Ondas approximately 10 kilometers west of Barreiras,On the bark and exposed roots of Coccoloba sp. and on adjacent soil at river bank Cut-over gallery forest and adjacent cerrado,ca. 500m,N/A,1059328,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/863/C2079606F.jpg,C2079606F,Ynes Mexia,Y. Mexia,N/A,4884,"July 21, 1929",1929-07-21,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum,E. Bartram,N/A,N/A,Brazil,Minas Gerais,N/A,N/A,Vicosa Agricultural College lands. Corrego Ribeiro,Vicosa Agricultural College lands. Corrego Ribeiro,Shady streambank on rotten log. Abundant,Alt. 675 m,N/A,870845,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/865/C2079607F.jpg,C2079607F,Ynes Mexia,Y. Mexia,N/A,4698,"May 14, 1930",1930-05-14,N/A,Isopterygium curvicollum (C. M.) Mitt. ex p.,Isopterygium tenerum,E. Bartram,N/A,N/A,Brazil,Minas Gerais,N/A,Viçosa,Fazenda de Cresiuma,Fazenda de Cresiuma,Wood on slope On rotten log,Alt. 700 m.,N/A,870839,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/868/C2079608F.jpg,C2079608F,Ynes Mexia,Y. Mexia,N/A,4884,"July 21, 1930",1930-07-21,N/A,Isopterygium curvicollum (C. M.) Mitt.,Isopterygium tenerum,N/A,N/A,N/A,Brazil,Minas Gerais,N/A,N/A,Viçosa Agricultural College lands Corriga Riberro,Viçosa Agricultural College lands Corriga Riberro,Shady streambank on rotten log,Alt. 675 m.,N/A,1039977,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/870/C2079609F.jpg,C2079609F,Ynes Mexia,Y. Mexia,N/A,4545,"March 31, 1930",1930-03-31,N/A,Isopterygium curvifolium (C. M.) Mitt.,Isopterygium tenerum,E. B. Bartram | R. R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,"Road to São Miguel Near stream ""Turca"" Cut over woods on slope On rotting tree trunk",Road to São Miguel Near stream Turca,Cut over woods on slope On rotting tree trunk,Alt. 710 m.,N/A,1039978,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/875/C2079611F.jpg,C2079611F,leg. V. Schiffner,V. Schiffner,N/A,2898,m. Jul. fr.,00-07-00,N/A,Isopterygium aurantiacum (C. M.) Broth.,Isopterygium tenerum,V. F. Brotherus | R. R. Ireland,1988,N/A,Brazil,Sao Paulo,N/A,N/A,prope urbem Cerqueira-Cesar in palude c. 600 m s. m.,near the city Cerqueira Cesar in marsh,in palude,c. 600 m s. m.,N/A,1012176,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/877/C2079856F.jpg,C2079856F,Ynes Mexia,Y. Mexia,N/A,4841,"July 6, 1930",1930-07-06,N/A,Isopterygium brachyneuron (C. Muell.) Mitt. ex. Paris,Isopterygium tenerum,E. Bartram,N/A,N/A,Brazil,Minas Gerais,N/A,N/A,Vicosa Agricultural College lands,Vicosa Agricultural College lands,Cut over woods near base On rotting log Abundant,Alt. 670 m,N/A,870887,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/879/C2079858F.jpg,C2079858F,R. S. Williams,R. S. Williams,N/A,2095,"Nov. 29, 1901",1901-11-29,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum,R. R. Ireland,1988,N/A,Bolivia,N/A,N/A,N/A,"San Buena Ventura, 190 meters, on rock",San Buena Ventura,on rock,190 meters,N/A,1039993,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/881/C2079859F.jpg,C2079859F,Collected by R. S. Williams 1901-1902,R. S. Williams,N/A,2038,1901-1902,1901-00-00,1902-00-00,Isopterygium tenerum (Sw.) Mitt. Tumucasa,Isopterygium tenerum,R. S. Williams,23 Jan 1902,N/A,Bolivia,N/A,N/A,N/A,Tumucasa,Tumucasa,N/A,N/A,N/A,1017412,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/919/C2010970F.jpg,C2010970F,leg. Hagen,I. Hagen,N/A,s.n.,27/7 1907,1907-07-27,N/A,Pycnolium rugosum (R) var. elimbat (Welw.),Pycnolium rugosum,unsure and check,Dec 1951,N/A,Norway,Nordland,Vefsn,N/A,Gpbl. Vælfjeld,Gpbl. Vælfjeld,N/A,altit. mtr. 700,N/A,C0201099F,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/921/C2010972F.jpg,C2010972F,N/A,N/A,N/A,s.n.,s.d.,0000-00-00,N/A,Pogonatum urnigerum Brid,Pogonatum urnigerum,N/A,N/A,N/A,England,N/A,N/A,N/A,England,[precise locality unknown],N/A,N/A,N/A,C2010972F,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/925/C2000534F.jpg,C2000534F,N/A,N/A,N/A,s.n.,1878,1878-00-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,France,N/A,N/A,N/A,Gorge de Jeret,Gorge de Jeret,N/A,1500,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/927/C2000536F.jpg,C2000536F,N/A,N/A,N/A,s.n.,N/A,0000-00-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,England,Sussex,N/A,N/A,Sussex England,[precise locality unknown],N/A,N/A,N/A,1096014,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/929/C2000538F.jpg,C2000538F,W. W. Calkins,W. W. Calkins,N/A,s.n.,N/A,0000-00-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,United States,Illinois,Cook,Chicago,N/A,[precise locality unknown],N/A,N/A,N/A,1182972,Mix of Handwritten and Typed,no type status
