accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,"Based on the visible herbarium label, here's the transcription following your specified format",Error 529,"Based on the herbarium label images, here is the transcription following your specified format"
https://fm-digital-assets.fieldmuseum.org/2535/382/C2079898F.jpg,C2079898F,"Marko Lewis, no. 78-2684",Marko Lewis,N/A,78-2684,21-22 November 1978,1978-11-21,1978-11-22,Kindbergia praelonga (Hedw.) Ochyra,Kindbergia praelonga (Hedw.) Ochyra,W. C. STEERE,N/A,N/A,Ecuador,Imbabura,N/A,Cotacachi,"PROV. IMBABURA: E. side of Cerro Cotacachi, NW of Cotacachi, 0°22'N., 78°20'W.","E. side of Cerro Cotacachi, NW of Cotacachi",Wet bank of runoff ravine,3750 m,"0°22'N., 78°20'W.",1065158 | C2079898F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/873/C2077559F.jpg,C2077559F,"Marko Lewis, no. 78-3163",Marko Lewis,N/A,78-3163,8 December 1978,1978-12-08,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,W. C. Steere,N/A,N/A,Ecuador,Azuay,N/A,Sayausí,"PROV. AZUAY: Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochucho"" (Laguna Llaviuco), SW of Sayausí, 2°55'S., 79°09'W.","Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochucho"" (Laguna Llaviuco), SW of Sayausí, 2°55'S., 79°09'W.",Stone wall,3240 m,"2°55'S., 79°09'W.",1065433|C2077559F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/883/C2077563F.jpg,C2077563F,Leg. R.Benoist,R. Benoist,N/A,4659 pp,N/A,N/A,N/A,Hedwigia albicans (Web.)Lindb,Hedwigia ciliata (Hedw.) P. Beauv,Efrain De Luna,1997,N/A,Equateur,N/A,N/A,N/A,environs de Quito,environs de Quito,N/A,N/A,N/A,1089453|C2077563F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/887/C2077564F.jpg,C2077564F,Leg. R.Benoist,R. Benoist,N/A,2279,27 mars 1930,1930-03-27,N/A,Hedwigia albicans (Web.)Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Equateur,N/A,N/A,Quito,Sur rocher d'andésite,Sur rocher d'andésite,N/A,N/A,N/A,1089455|C2077564F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/891/C2077565F.jpg,C2077565F,"COLLECTED BY R. S. WILLIAMS, 1901-1902",R. S. Williams,N/A,2850,"April 30, 1902",1902-04-30,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,N/A,N/A,N/A,"near Pelichuco, 3000 meters","near Pelichuco, 3000 meters",N/A,3000 meters,N/A,1089454|C2077565F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/895/C2077566F.jpg,C2077566F,"Marko Lewis, no. 79-1237A",Marko Lewis,N/A,79-1237A,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,La Paz,Larecaja,Sorata,"Near large red outcrop 2 mi. from Sorata down Rio Consata, 15° 41' S., 68° 43' W.",Near large red outcrop 2 miles from Sorata down Rio Consata,"Bromeliad habitat. Abundant on rock faces of exposed cliffs, 2630 m",2630 m,"15° 41' S., 68° 43' W.",1032221|C2077566F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/899/C2077567F.jpg,C2077567F,"Marko Lewis, no. 79-1232",Marko Lewis,N/A,79-1232,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,La Paz,Larecaja,Sorata,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red outcrop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W.",Near large red outcrop 2 miles from Sorata down Río Consata,Bromeliad-grass habitat on exposed cliffs,2630 m,"15° 41' S., 68° 43' W.",1032219|C2077567F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/903/C2077568F.jpg,C2077568F,"Marko Lewis, no. 79-1114",Marko Lewis,N/A,79-1114,6 March 1979,1979-03-06,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,La Paz,Saavedra,N/A,"DEPTO. LA PAZ, PROV. SAAVEDRA: On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma, 15° 08' S, 69° 03' W","On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma",Humid cliffs and steep slopes,3320 m,"15° 08' S, 69° 03' W",C2077568F|1032220,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/908/C2077569F.jpg,C2077569F,F. J. Hermann,F. J. Hermann,N/A,25152,"December 27, 1972",1972-12-27,N/A,Hedwigia ciliata (Hedw.) Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,Cochabamba,N/A,Cochabamba,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, alt. ca. 2700 m., 28 km. NW.","On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, 28 kilometers NW",On conglomerate boulder on shrubby NW slope,alt. ca. 2700 m.,N/A,C2077569F|1040675,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/555/C2077570F.jpg,C2077570F,"Ynes Mexia, No. 6204",Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Pilosium subchlorophyllosum C.M.,Pilosium subchlorophyllosum C.M.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago,On fallen log,Alt. 400 m,N/A,1057692|C2077570F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/556/C2077571F.jpg,C2077571F,"Ynes Mexia, No. 6204",Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Pilosium sub-lorophyllum C.M. det. Bartram,Pilosium sub-lorophyllum C.M.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Alt. 400 m. Streamlet near mouth of Rio Santiago. On fallen log,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago. On fallen log,On fallen log,Alt. 400 m,N/A,C2077571F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/557/C2077572F.jpg,C2077572F,"A. C. SMITH, NO. 2748",A. C. Smith,N/A,2748,"Dec. 15-24, 1937",1937-12-15,1937-12-24,Pilosium flaccisetum C.M.,Pilosium flaccisetum C.M.,E. B. Bartram,N/A,N/A,British Guiana,N/A,N/A,N/A,"Basin of Essequibo River, near mouth of Onoro Creek, lat. about 1°35' N.; dense forest","Basin of Essequibo River, near mouth of Onoro Creek, lat. about 1°35' N.; dense forest","On decayed wood, in swamp",N/A,lat. about 1°35' N.,1023751|C2077572F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/558/C2077573F.jpg,C2077573F,J.Florschütz-de Waard & R.Zielman,J. Florschütz-de Waard,R. Zielman,5315,5 - 11 - 1981,1981-11-05,N/A,Pilosium chlorophyllum (Hornsch.)C.Müll.,Pilosium chlorophyllum (Hornsch.)C.Müll.,Rudi Zielman,5 - 11 - 1981,Cecropia (bospapaja),Surinam,Nickerie,N/A,N/A,"area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 58W qu.SE","area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 58W qu.SE",Secondary wood with Cecropia (bospapaja) on rotting log,0-50 m,5N 58W qu.SE,1073523|1010101|C2077573F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/559/C2077574F.jpg,C2077574F,J.Florschütz-de Waard & R.Zielman,J. Florschütz-de Waard,R. Zielman,5254,3-11-1981,1981-11-03,N/A,Pilosium chlorophyllum(Hornsch.)C.Müll.,Pilosium chlorophyllum(Hornsch.)C.Müll.,R. Zielman,N/A,N/A,Surinam,Nickerie,N/A,N/A,"Area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 56W qu. SE","Area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 56W qu. SE","Savanna forest, on rotting log",0 - 50 m,N/A,1073529|100107|C2077574F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/560/C2077575F.jpg,C2077575F,J.Florschütz-de Waard & R.Zielman,J. Florschütz-de Waard,R. Zielman,5098,30-10-1981,1981-10-30,N/A,Pilosium chlorophyllum(Hornsch.)C.Müll.,Pilosium chlorophyllum(Hornsch.)C.Müll.,R. Zielman,N/A,N/A,Surinam,Nickerie,N/A,N/A,"Area of Kabalebo Dam project, distr. Nickerie, line W from road 34 km, p. 5N 58W qu. SE","Area of Kabalebo Dam project, distr. Nickerie, line W from road 34 km, p. 5N 58W qu. SE","Rainforest, on rotting log",0 - 50 m,N/A,1073528|1040106,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/561/C2077576F.jpg,C2077576F,"J.C.Lindeman, A.R.A.Görts-van Rijn, M.J.Jansen-Jacobs & A.M.C.Hetterscheid-Hollants",J. C. Lindeman,A. R. A. Görts-van Rijn|M. J. Jansen-Jacobs|A. M. C. Hetterscheid-Hollants,243 A,3-IX-1980,1980-09-03,N/A,Pilosium chlorophyllum (Hornsch.) C.Müll.,Pilosium chlorophyllum (Hornsch.) C.Müll.,H. R. Zielman,N/A,N/A,Surinam,Nickerie,N/A,N/A,"Area of Kabalebo Dam project, distr.Nickerie, 4° 5° NB, 57° 30' 58° WL. Forest S of km 28.7","Area of Kabalebo Dam project, distr.Nickerie, Forest S of km 28.7",Epiphyte on tree trunk,30 - 130 m,"4° 5° NB, 57° 30' 58° WL",1073527|C2077576F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/562/C2077577F.jpg,C2077577F,J. Florschütz-de Waard and R. Zielman,J. Florschütz-de Waard,R. Zielman,5141,31 October 1981,1981-10-31,N/A,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Müll.,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Müll.,R. Zielman,N/A,Astrocaryum,SURINAME,Nickerie,Kabalebo river area,N/A,"Distr. Nickerie, Kabalebo river area, line W, from road km 34, 5°N., 58°W., alt. 0-50 m","Distr. Nickerie, Kabalebo river area, line W, from road kilometers 34, 5°N., 58°W., alt. 0-50 meters",On decaying log in marsh forest with Astrocaryum,alt. 0-50 m,"5°N., 58°W.",1029882|A 1555539|C2077577F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/563/C2077578F.jpg,C2077578F,J. and P.A. Florschütz 4690,J. Florschütz,P.A. Florschütz,4690,18 December 1975,1975-12-18,N/A,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Muell.,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Muell.,R. Zielman and J. Florschütz-de Waard,N/A,N/A,SURINAME,N/A,N/A,N/A,"Brownsberg, trail to Leo Val, alt. ca. 500 m","Brownsberg, trail to Leo Val, altitude approximately 500 meters",On rotting log in rainforest,alt. ca. 500 m,N/A,№ 1065613|C2077578F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/564/C2077579F.jpg,C2077579F,H.Cornelissen & S.R.Gradstein C076,H. Cornelissen,S. R. Gradstein,C076,8 March 1977,1977-03-08,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum (Hornsch.) C. Müll.,J. Florschütz-de Waard,N/A,N/A,GUYANA,N/A,N/A,N/A,"Mabura Hill, 180 km S of Georgetown, 5°20'N 58°40'W, alt. 0-50 m","Mabura Hill, 180 kilometers S of Georgetown",On rotting tree base in mixed rain forest,alt. 0-50 m,5°20'N 58°40'W,N° 1091586|C2077579F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/565/C2077580F.jpg,C2077580F,Musci Amazonici et Andini ex coll. R. Spruce,R. Spruce,N/A,1321,s.d.,0000-00-00,N/A,Stereophyllum chlorophyllum. Hornsch.,Pilosium chlorophyllum (Hornsch.) C. Müll. in Broth.,R.R. Ireland and W.R. Buck,1992,N/A,N/A,N/A,N/A,Para,Fl. Amazon prope Para,Fl. Amazon prope Para,N/A,N/A,N/A,1078188|C2077580F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/566/C2077581F.jpg,C2077581F,Richard Evans Schultes et Isidoro Cabrera,R. E. Schultes,I. Cabrera,17922,"Oct. 22, 1952",1952-10-22,N/A,Pilosium chlorophyllum (Hornsch.) Jaeg.,Pilosium chlorophyllum (Hornsch.) Jaeg.,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,Mitú,Río Vaupés: Mitú and vicinity. Cerro Mitú,Río Vaupés: Mitú and vicinity. Cerro Mitú,On rotten log,N/A,"Lat. 1° 0' N, Long. 70° 5' W",1055492|C2077581F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/567/C2077582F.jpg,C2077582F,Richard Evans Schultes et Isidoro Cabrera,Richard Evans Schultes,Isidoro Cabrera,14294,"October 4-6, 1951",1951-10-04,1951-10-06,Pilosium chlorophyllum (Hornsch.) C.M.,Pilosium chlorophyllum (Hornsch.) C.M.,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,N/A,"Rio Kuduyari (affluent of Rio Vaupés), Yapobodá, quartzitic savannah","Rio Kuduyari (affluent of Rio Vaupés), Yapobodá, quartzitic savannah",On rotten logs,N/A,N/A,C2077582F|1055491,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/568/C2077583F.jpg,C2077583F,RICHARD EVANS SCHULTES,R. E. Schultes,N/A,12309,June 1951,1951-06-00,N/A,PILOSIUM CHLOROPHYLLUM (HORNSCH.) C.M. in BROTH.,PILOSIUM CHLOROPHYLLUM (HORNSCH.) C.M. in BROTH.,D. Griffin III,N/A,N/A,Colombia,Vaupés,N/A,N/A,"Comisaría del Vaupés, Rio Apaporis. Soratama","Comisaría del Vaupés, Rio Apaporis. Soratama",On trunks,N/A,N/A,1055490|C2077583F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/569/C2077584F.jpg,C2077584F,Leg. RICHARD EVANS SCHULTES,R. E. Schultes,N/A,11128,Dec. 1950,1950-12-00,N/A,Pilosium chlorophyllum (Hornsch.) C. M. in Broth.,Pilosium chlorophyllum (Hornsch.) C. M. in Broth.,D. Griffin III,N/A,N/A,Colombia,N/A,N/A,San Jose del Guaviare,San Jose del Guaviare,San Jose del Guaviare,N/A,N/A,N/A,1055459|C2077584F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/570/C2077585F.jpg,C2077585F,"Ynes Mexia, No. 6014a",Y. Mexia,N/A,6014a,"Aug. 31, 1931",1931-08-31,N/A,Pilosum chlorophyllum (Hornsch.) C.M.,Pilosum chlorophyllum (Hornsch.) C.M.,Bartram,N/A,N/A,Brazil,Pará,Districto Acará,Thomé Assú,Thomé Assú; down Rio Acará 3 km,Thomé Assú; down Rio Acará 3 km,On fallen log,Alt. 35 m,N/A,C2077585F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2537/571/C2077586F.jpg,C2077586F,"Ynes Mexia, No. 5914",Y. Mexia,N/A,5914,"July 16, 1931",1931-07-16,N/A,Pilosium Chlorophyllosum (Hsch.) C.M.,Pilosium Chlorophyllosum (Hsch.) C.M.,Bartram,N/A,N/A,Brazil,Pará,Districto Acará,Thomé Assú,"Thomé Assú, Japanese Colony","Thomé Assú, Japanese Colony",On rotting log in woods. Abundant,Alt. about 30 m,N/A,870829|C2077586F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/518/C2078862F.jpg,C2078862F,,,,,,,,,,,,,,,,,,,,,,,,,,"{'error': {'code': 'overloaded_error', 'message': 'Overloaded', 'type': 'invalid_request_error', 'param': None}}",
https://fm-digital-assets.fieldmuseum.org/2539/519/C2078913F.jpg,C2078913F,P. Dusén 5872,P. Dusén,N/A,5872,22 February 1897,1897-02-22,N/A,Brachythecium albicans (Hedw.) Schimp.,Brachythecium albicans (Hedw.) Schimp.,W. R. Buck,N/A,N/A,Chile,Patagonia occident.,Cerra Colorado,N/A,"Chile, Patagonia occident., Cerra Colorado","Chile, Patagonia occident., Cerra Colorado",N/A,N/A,N/A,No. 1136354|S reg. nr B11749|C2078913F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/520/C2078924F.jpg,C2078924F,"Ynes Mexia, No. 8001",Y. Mexia,N/A,8001,"April 10,1936",1936-04-10,N/A,Brachythecium subpilosum (H.f.& W.)Jaeg.,Brachythecium austro-glareosum (C. Muell.) Kindb.,Kenneth D. McFarland,Sept 1987,N/A,Chile,Territorio Magellanes,N/A,N/A,Last Hope Inlet; Peninsula Antonio Varas; openings in Nothofagus wood in moist earth,Last Hope Inlet; Peninsula Antonio Varas; openings in Nothofagus wood in moist earth,Common; scattered in small tufts,Alt. 25 m,N/A,1036758|C2078924F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/521/C2078925F.jpg,C2078925F,"Marko Lewis, no.79-2108",Marko Lewis,N/A,79-2108,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu, In warmish creek",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",C2078925F | 1049405,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/522/C2078926F.jpg,C2078926F,"Marko Lewis, no.79-2109",Marko Lewis,N/A,79-2109,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu. In warmish creek",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",1049406|C2078926F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/523/C2078927F.jpg,C2078927F,"Marko Lewis, no79-2112",Marko Lewis,N/A,79-2112,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu, In warmish creek",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",N° 1049407|C2078927F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/524/C2078928F.jpg,C2078928F,"Marko Lewis, no79-2115",Marko Lewis,N/A,79-2115,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Rio Junthuma Khuchu, 2 mi. down river from Aguas termales de Rio Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek","Rio Junthuma Khuchu, 2 miles down river from Aguas termales de Rio Junthuma Khuchu, 4350 meters, 18° 07' S., 69° 00' W. In warmish creek",In warmish creek,4350 m,"18° 07' S., 69° 00' W",C2078928F | 1049409,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/525/C2078929F.jpg,C2078929F,"Marko Lewis, no. 79-2117",Marko Lewis,N/A,79-2117,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",N° 1049410|C2078929F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/526/C2078930F.jpg,C2078930F,"Marko Lewis, no79-2118",M. Lewis,N/A,79-2118,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth. in Herz.,R. Ochyra,February 1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu, In warmish creek",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",1049411|C2078930F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/527/C2078931F.jpg,C2078931F,"Marko Lewis, no. 79-2107",Marko Lewis,N/A,79-2107,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek.","Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu, In warmish creek.",In warmish creek,4350 m.,"18° 07' S., 69° 00' W.",N° 1049404|C2078931F|C2078933F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/529/C2078932F.jpg,C2078932F,"Marko Lewis, no. 79-2119",Marko Lewis,N/A,79-2119,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Junthuma Khuchu, 2 mi. down river from Aguas termales de Rio Junthuma Khuchu, 4350 m., 18° 07' S, 69° 00' W. In warmish creek.","Rio Junthuma Khuchu, 2 miles down river from Aguas termales de Rio Junthuma Khuchu. In warmish creek.",In warmish creek,4350 m.,"18° 07' S, 69° 00' W",Nº 1049412|C2078932F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/889/C2079350F.jpg,C2079350F,"Ynes Mexia, No. 6149",Ynes Mexia,N/A,6149,"Nov. 23, 1931",1931-11-23,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Left bank of Rio Santiago.,Above Pongo de Manseriche. Left bank of Rio Santiago.,On stone in overflow forest,Alt. 200 m,N/A,873368|C2079350F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/890/C2079351F.jpg,C2079351F,"Ynes Mexia, No. 6160-a",Y. Mexia,N/A,6160-a,"Nov. 25, 1931",1931-11-25,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Right bank of Rio Santiago.,Above Pongo de Manseriche. Right bank of Rio Santiago.,Dense forest on log,Alt. 200 m,N/A,873367|C2079351F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/892/C2079352F.jpg,C2079352F,"Ynes Mexia, No. 6217-a",Ynes Mexia,N/A,6217-a,"Dec. 4, 1931",1931-12-04,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet on right bank of Rio Santiago. On rocks wet by spray.,Above Pongo de Manseriche. Streamlet on right bank of Rio Santiago. On rocks wet by spray.,On rocks wet by spray,Alt. 250 m,N/A,870879|C2079352F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/893/C2079353F.jpg,C2079353F,"Ynes Mexia, No. 6259-a",Y. Mexia,N/A,6259-a,"Dec. 12, 1931",1931-12-12,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Carapisa.,Above Pongo de Manseriche. Creek Carapisa.,Log in forest,Alt. 215 m,N/A,870867|C2079353F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/894/C2079354F.jpg,C2079354F,"Ynes Mexia, No. 6354-a",Ynes Mexia,N/A,6354-a,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,Above Pongo de Manseriche. Creek Inche.,On earth collected on inclined tree trunk. Creep. loose.,Alt. 215 m.,N/A,873369|C2079354F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/895/C2079355F.jpg,C2079355F,"Ynes Mexia, No. 6375a",Y. Mexia,N/A,6375a,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,Bartram,N/A,Taxithelium planum (Brid.) Mitt.,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,Above Pongo de Manseriche. Creek Inche.,On rotten log. Sterile.,Alt. 215 m.,N/A,1039121|C2079355F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/896/C2079356F.jpg,C2079356F,"Ynes Mexia, No. 6375-a",Ynes Mexia,N/A,6375-a,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Sprv.) Broth.,Vesicularia amphibola (Sprv.) Broth.,Bartram,N/A,Taxithelium planum (Brid.) Mitt.,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,Above Pongo de Manseriche. Creek Inche.,On rotten log. Sterile.,Alt. 215 m.,N/A,870880|C2079356F,Mix of Handwritten and Typed,no type status,,,
